Unnamed: 0,advice_to_mgmt,company_id,cons,cons_vader,date,employee_status,employee_title,helpful,location,post_index,pros,pros_conflict,pros_fun,pros_identity,pros_vader,rating_balance,rating_career,rating_comp,rating_culture,rating_mgmt,rating_overall,review_title,review_title_vader,whole_review_text,years_at_company,vader_pros,vader_cons,vader_review_title,flair_pros,flair_cons,stress_post,company_name,post_id,state,SEC filings,GICSSector,GICSSubIndustry,Headquarters Location,Date first added,CIK,Founded,Region,Division
69832,,1684_cbre,"No support from HR or upper management. If you have an issue that needs their assistance, you are completely on your own. You will be completely slammed with managing your building but CBRE will also expect you to implement a lot of their processes. Again no support.",,Sun Nov 19 2017 09:28:29 GMT+0000 (Greenwich Mean Time),Current Employee , Real Estate Manager,,"San Jose, CA",1684.0,Great company to have on resume. Every site/client is different so depending on client you can have a great experience. CB alow for flexible schedules which is a big plus.,,,,,5.0,3.0,3.0,2.0,3.0,2.0,No support for managers,,"No support for managers. Great company to have on resume. Every site/client is different so depending on client you can have a great experience. CB alow for flexible schedules which is a big plus.. No support from HR or upper management. If you have an issue that needs their assistance, you are completely on your own. You will be completely slammed with managing your building but CBRE will also expect you to implement a lot of their processes. Again no support.",,0.8779,-0.5448,-0.3089,0.9972,-0.9999,0.0,cbre,1684_cbre,CA,reports,Real Estate,Real Estate Services,"Los Angeles, California",10/11/2006,1138118.0,,West,Pacific
416881,,18223_homedepot,Management good old boys mentality at times. Accountability is here and there in some cases.,,Wed Jan 22 2014 18:20:13 GMT+0000 (Greenwich Mean Time),Current Employee , Department Supervisor,,"Columbus, OH",18223.0,Competitive wages and monetary increases. Tend to promote from within. Recognition is very important. Family atmosphere in low volume store.,,,,,3.0,3.0,2.0,4.0,3.0,4.0,It has its ups and downs...,,It has its ups and downs.... Competitive wages and monetary increases. Tend to promote from within. Recognition is very important. Family atmosphere in low volume store.. Management good old boys mentality at times. Accountability is here and there in some cases.,,0.5095,0.4404,0.0,0.9987,0.9917,0.0,homedepot,18223_homedepot,OH,reports,Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",31/03/1988,354950.0,,Midwest,East North Central
251350,,1608_kraftheinz,Lots of people are leaving the company. High stress level. No raises 2 of past 3 years. Bonuses reduced. Performance process is a joke. Reviews done after ratings given. Promotions not consistent. Poor Management in many areas. Annual profit sharing only given once a year - company always looking to cut benefits.,,Thu Jan 17 2013 18:51:50 GMT+0000 (Greenwich Mean Time),Current Employee , IT Manager,,"Pittsburgh, PA",1608.0,Decent salary and benefits. Well respected in Pittsburgh. 12 holidays. Business casual.,,,,,2.0,2.0,4.0,3.0,2.0,3.0,Lots of people leaving the company,,Lots of people leaving the company. Decent salary and benefits. Well respected in Pittsburgh. 12 holidays. Business casual.. Lots of people are leaving the company. High stress level. No raises 2 of past 3 years. Bonuses reduced. Performance process is a joke. Reviews done after ratings given. Promotions not consistent. Poor Management in many areas. Annual profit sharing only given once a year - company always looking to cut benefits.,,0.8807,0.8609,0.0,0.9961,-1.0,0.0,kraftheinz,1608_kraftheinz,PA,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois;�Pittsburgh, Pennsylvania",06/07/2015,1637459.0,2015 (1869),Northeast,Middle Atlantic
200046,,939_americanexpress,political and limited access to senior management,,Mon Nov 21 2016 20:24:52 GMT+0000 (Greenwich Mean Time),Director , Risk Management,,"New York, NY",939.0,good work / life balance,,,,,5.0,1.0,5.0,5.0,1.0,5.0,Director,,Director. good work / life balance. political and limited access to senior management,,0.4404,-0.2263,0.0,0.9949,-0.9978,0.0,americanexpress,939_americanexpress,NY,reports,Industrials,Airlines,"Fort Worth, Texas",23/03/2015,6201.0,1934,Northeast,Middle Atlantic
227104,,1381_staples,"Stressful even for low stakes. Dishonest management, dishonest company. Nonexistent loyalty. Little effort at employee satisfaction. Good for a first job, but stressful as middle managers squeeze hours and commitment out of everyone with little given in return.",,Sat Nov 12 2016 07:30:49 GMT+0000 (Greenwich Mean Time),Former Employee , Technology Supervisor,,"Port Chester, NY",1381.0,Know the good deals from the bad. Slight discount. Experience in a retail workplace.,,,,,2.0,1.0,1.0,1.0,1.0,1.0,Supervisor,,"Supervisor. Know the good deals from the bad. Slight discount. Experience in a retail workplace.. Stressful even for low stakes. Dishonest management, dishonest company. Nonexistent loyalty. Little effort at employee satisfaction. Good for a first job, but stressful as middle managers squeeze hours and commitment out of everyone with little given in return.",,-0.1531,-0.5106,0.0,0.764,-0.9995,0.0,staples,1381_staples,NY,,,,,,,,Northeast,Middle Atlantic
159311,,537_dish,Sometimes you have to jump through too many hoops to get anything you need to do your job. Just seems the company is too devided and not looking to a common goal because of certain policies.,,Fri Dec 29 2017 04:34:55 GMT+0000 (Greenwich Mean Time),Current Employee , Software Engineer,,"Englewood, CO",537.0,I've honestly dealt with a great team during my time here. Bosses make your experience and mine has been with the company a long time that he is one of the most knowledgeable people in our department.,,,,,5.0,4.0,3.0,3.0,4.0,4.0,Software Engineer,,Software Engineer. I've honestly dealt with a great team during my time here. Bosses make your experience and mine has been with the company a long time that he is one of the most knowledgeable people in our department.. Sometimes you have to jump through too many hoops to get anything you need to do your job. Just seems the company is too devided and not looking to a common goal because of certain policies.,,0.7964,0.2732,0.0,0.9969,-0.9999,0.0,dish,537_dish,CO,reports,Communication Services,Cable & Satellite,"Meridian, Colorado",13/03/2017,1001082.0,,West,Mountain
88588,,2430_cisco,"micro management, person oriented, place to leave,",,Fri Sep 09 2016 12:51:29 GMT+0100 (British Summer Time),Current Employee , Network Engineer,,"San Jose, CA",2430.0,"good, friendly, nice infrastructure, place to learn",,,,,,,,,,4.0,network test engineer,,"network test engineer. good, friendly, nice infrastructure, place to learn. micro management, person oriented, place to leave,",,0.836,-0.0516,0.0,0.9958,0.9882,0.0,cisco,2430_cisco,CA,reports,Information Technology,Communications Equipment,"San Jose, California",01/12/1993,858877.0,,West,Pacific
198770,,1485_metlife,"Too many changes taking place all at once. Seems to be a disregard to how the changes impact the employee. Many people are being let go, some with very little notice. Although global, very little chance to travel to regions to meet colleagues and business units being supported.",,Sat Jun 25 2016 06:36:51 GMT+0100 (British Summer Time),Current Employee , Operations Manager,,"New York, NY",1485.0,Many employers have been with company a long time. Nice people to work with. Good work and family balance. Many transition initiatives taken place to revitalize the business.,,,,,3.0,2.0,3.0,2.0,2.0,2.0,Many changes,,"Many changes. Many employers have been with company a long time. Nice people to work with. Good work and family balance. Many transition initiatives taken place to revitalize the business.. Too many changes taking place all at once. Seems to be a disregard to how the changes impact the employee. Many people are being let go, some with very little notice. Although global, very little chance to travel to regions to meet colleagues and business units being supported.",,0.6908,0.2927,0.0,0.9847,-0.9999,0.0,metlife,1485_metlife,NY,reports,Financials,Life & Health Insurance,"New York, New York",,1099219.0,1868,Northeast,Middle Atlantic
303375,,13927_apple,"Though advancement within is frequent, moves are often lateral and are more for opportunity that increased compensation.",,Thu Aug 09 2012 13:58:10 GMT+0100 (British Summer Time),Current Employee , Mac Specialist (Apple Store),,"Minneapolis, MN",13927.0,"Working at Apple will reward you with outstanding training, remarkable opportunities, highly likable co-workers, opportunities for advancement and exposure to bright, challenging customers.",,,,,5.0,4.0,5.0,5.0,5.0,5.0,Pretty much the best part time sales position you could ask for.,,"Pretty much the best part time sales position you could ask for.. Working at Apple will reward you with outstanding training, remarkable opportunities, highly likable co-workers, opportunities for advancement and exposure to bright, challenging customers.. Though advancement within is frequent, moves are often lateral and are more for opportunity that increased compensation.",,0.9651,0.6344,0.8126,0.9959,-0.9548,0.0,apple,13927_apple,MN,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",30/11/1982,320193.0,1977,Midwest,West North Central
333918,,1226_staples,"The company had a tendency to favor certain parts of the store. Copy and Print were the ""most important asset"" of the store, along with the printer ink and toner. The other products were second on the priority list. Sometimes, we were out of stock of something for weeks and people kept asking for it.",,Mon Jan 23 2017 11:00:46 GMT+0000 (Greenwich Mean Time),Former Employee , Sales Associate,,"Raleigh, NC",1226.0,"The store I worked at had great coworkers. They were always upbeat and personable. The store was going through a renovation, but the managers kept a cool head throughout and the store still did very well.",,,,,5.0,3.0,4.0,4.0,3.0,4.0,Good coworkers and fairly easy job,,"Good coworkers and fairly easy job. The store I worked at had great coworkers. They were always upbeat and personable. The store was going through a renovation, but the managers kept a cool head throughout and the store still did very well.. The company had a tendency to favor certain parts of the store. Copy and Print were the ""most important asset"" of the store, along with the printer ink and toner. The other products were second on the priority list. Sometimes, we were out of stock of something for weeks and people kept asking for it.",,0.8220000000000001,0.8258,0.7003,0.9989,-0.9275,0.0,staples,1226_staples,NC,,,,,,,,South,South Atlantic
270538,,124_intuit,So far nothing yet to complain of.,,Wed May 06 2020 11:29:29 GMT+0100 (British Summer Time),Current Employee , Tax Expert,,"Augusta, GA",124.0,"Flexible hours ,great compensation, great 401k",,,,,5.0,5.0,5.0,5.0,5.0,5.0,Great place to work.,,"Great place to work.. Flexible hours ,great compensation, great 401k. So far nothing yet to complain of.",,0.8779,0.2755,0.6249,0.9953,0.9782,0.0,intuit,124_intuit,GA,reports,Information Technology,Application Software,"Mountain View, California",05/12/2000,896878.0,,South,South Atlantic
221378,,606_broadridge,"Work Length - January 2015 to May 2015 Ineffective management and hostile working environment: The nature of working for Broadridge is volatile by design. During the ""proxy season,"" which takes place between January and May, temporary workers will be hired to assist the full-time staff with their responsibilities. Despite this, work is overflowing during this time due to a lack of foresight by those responsible for hiring. During your interview you will be hired based solely on your ability to proofread documents, there isn't even a test of any sort. If your resume has an English or writing degree on it then they will most likely accept you immediately. Getting a job at Broadridge is not the difficult part, it is keeping the desire to want the job that is. Like many places, Broadridge management has a problem when it comes to separating personal with professional. As a contracted, temporary worker you will bear witness to loud chatter, inappropriate sexual relationships and disruptive practices that bring the personal lives of each co-worker and manager to the professional setting. You will later witness management act on these established bonds with the workers under them, giving special treatment to those they tend to get along with out of office hours. Blame is often placed on the most vulnerable workers in the department, in this case it was the temporary, contracted workers. Effort is not made to improve productivity, mistakes are bottled up for weeks at a time and dispensed all at once during group meetings where accountability falls on a team (such as ""the temps"") and not on any one person. This creates an environment where those that purposely do not do their work are on the same level with those that put in a level of extra effort to make up for that decline. Workers are unable to improve their own methods and practices because criticism is rarely constructive. Other complaints: As many as 7 Temporary workers are stuffed into a small, non-ventilated room where heat quickly builds up due to the use of computers. To remedy this, a small fan may be given to the workers to share among themselves. As a worker you will receive conflicting instructions from managers in different areas. This can lead to confusion and a lack in productivity. Creation of documents to be proofread are often constructed first by workers who cannot speak fluent English (some from India and some on-site), which lowers productivity for the entire department.",,Wed Aug 10 2016 12:16:33 GMT+0100 (British Summer Time),"Proofreader in Edgewood, NY",,,"Edgewood, NY",606.0,On-site cafeteria and medical wing.,,,,,2.0,2.0,2.0,1.0,1.0,2.0,Treats Temp Workers as Fodder,,"Treats Temp Workers as Fodder. On-site cafeteria and medical wing.. Work Length - January 2015 to May 2015 Ineffective management and hostile working environment: The nature of working for Broadridge is volatile by design. During the ""proxy season,"" which takes place between January and May, temporary workers will be hired to assist the full-time staff with their responsibilities. Despite this, work is overflowing during this time due to a lack of foresight by those responsible for hiring. During your interview you will be hired based solely on your ability to proofread documents, there isn't even a test of any sort. If your resume has an English or writing degree on it then they will most likely accept you immediately. Getting a job at Broadridge is not the difficult part, it is keeping the desire to want the job that is. Like many places, Broadridge management has a problem when it comes to separating personal with professional. As a contracted, temporary worker you will bear witness to loud chatter, inappropriate sexual relationships and disruptive practices that bring the personal lives of each co-worker and manager to the professional setting. You will later witness management act on these established bonds with the workers under them, giving special treatment to those they tend to get along with out of office hours. Blame is often placed on the most vulnerable workers in the department, in this case it was the temporary, contracted workers. Effort is not made to improve productivity, mistakes are bottled up for weeks at a time and dispensed all at once during group meetings where accountability falls on a team (such as ""the temps"") and not on any one person. This creates an environment where those that purposely do not do their work are on the same level with those that put in a level of extra effort to make up for that decline. Workers are unable to improve their own methods and practices because criticism is rarely constructive. Other complaints: As many as 7 Temporary workers are stuffed into a small, non-ventilated room where heat quickly builds up due to the use of computers. To remedy this, a small fan may be given to the workers to share among themselves. As a worker you will receive conflicting instructions from managers in different areas. This can lead to confusion and a lack in productivity. Creation of documents to be proofread are often constructed first by workers who cannot speak fluent English (some from India and some on-site), which lowers productivity for the entire department.",,0.0,0.4258,0.0,0.9958,-0.9996,0.0,broadridge,606_broadridge,NY,reports,Information Technology,Data Processing & Outsourced Services,"Lake Success, New York",18/06/2018,1383312.0,1962,Northeast,Middle Atlantic
36949,,1793_libertymutual,"Worst fee schedule of any major insurer. They pinch their pennies and micro manage every single thing. They have reviewers second guessing every single thing the field person does. They do not want to pay their claims as they know they should. They have manipulated roof prices and underpay materials on purpose. They won't pay for satellite roof maps even if the roof is too dangerous to measure by hand, so the contractor has to eat that cost. They are the only carrier who refused to pay for it.",,Mon Jun 29 2015 23:39:45 GMT+0100 (British Summer Time),"Claims Adjuster in Dallas, TX",,,"Dallas, TX",1793.0,"Consistent work for the claim vendor. I'm not sure what else to say about the pros, it was pretty awful to see how they handle their claims.",,,,,2.0,,,1.0,,1.0,"Everyone has a useful service life, but then you expire, worst claims experience ever",,"Everyone has a useful service life, but then you expire, worst claims experience ever. Consistent work for the claim vendor. I'm not sure what else to say about the pros, it was pretty awful to see how they handle their claims.. Worst fee schedule of any major insurer. They pinch their pennies and micro manage every single thing. They have reviewers second guessing every single thing the field person does. They do not want to pay their claims as they know they should. They have manipulated roof prices and underpay materials on purpose. They won't pay for satellite roof maps even if the roof is too dangerous to measure by hand, so the contractor has to eat that cost. They are the only carrier who refused to pay for it.",,-0.193,-0.833,-0.6908,0.5393,-1.0,0.0,libertymutual,1793_libertymutual,TX,,,,,,,,South,West South Central
4232,,1646_labcorp,Short staff too often. Need incentive to reward high achievers.,,Thu Jun 26 2014 23:24:53 GMT+0100 (British Summer Time),Current Employee , Laboratory Manager,,"Dallas, TX",1646.0,The benefits are good. Employees are hard workers.,,,,,4.0,5.0,5.0,4.0,5.0,4.0,I have a good experience. There are always challenges to face daily.,,I have a good experience. There are always challenges to face daily.. The benefits are good. Employees are hard workers.. Short staff too often. Need incentive to reward high achievers.,,0.6249,0.7351,0.4939,0.9638,-0.9991,0.0,labcorp,1646_labcorp,TX,reports,Health Care,Health Care Services,"Burlington, North Carolina",01/11/2004,920148.0,,South,West South Central
366383,,1809_cdw,"Managers have no experience and it shows Mostly friends of managers, directors get promoted",,Thu Mar 22 2012 18:17:28 GMT+0000 (Greenwich Mean Time),"Field Account Executive in Shelton, CT",,,"Shelton, CT",1809.0,Good work/life balance No one gets fired (thats a big negative too!) Form great relationships,,,,,4.5,3.5,2.0,2.0,,2.0,"Management lacks any experience, do your time and move on",,"Management lacks any experience, do your time and move on. Good work/life balance No one gets fired (thats a big negative too!) Form great relationships. Managers have no experience and it shows Mostly friends of managers, directors get promoted",,-0.4199,0.5719,0.0,0.9979,-0.9808,0.0,cdw,1809_cdw,CT,reports,Information Technology,Technology Distributors,"Lincolnshire, Illinois",23/09/2019,1402057.0,1984,Northeast,New England
294639,,779_allstate,"They use and abuse their employees they have a revolving door because of it. they scam their clients. they give temporary staffing bad reviews so that they can use them, kick them out, and get new staff. they lie about salary and long term goals",,Tue Aug 15 2017 17:49:54 GMT+0100 (British Summer Time),Former Employee ,,,"Marlton, NJ",779.0,Air conditioned office usually with your own desk,,,,,2.0,2.0,2.0,1.0,1.0,2.0,Lesson learned,,"Lesson learned. Air conditioned office usually with your own desk. They use and abuse their employees they have a revolving door because of it. they scam their clients. they give temporary staffing bad reviews so that they can use them, kick them out, and get new staff. they lie about salary and long term goals",,0.0,-0.9081,0.0,0.9936,-0.9996,0.0,allstate,779_allstate,NJ,reports,Financials,Property & Casualty Insurance,"Northfield Township, Illinois",13/07/1995,899051.0,1931,Northeast,Middle Atlantic
336842,,4594_sprint,Over the past 10 years there have been regular layoffs. This causes a great deal of uneasiness for the employees as well as those managers required to identify and notify impacted employees.,,Sun Jul 19 2015 10:40:58 GMT+0100 (British Summer Time),Former Employee , Project/Program Manager II,,"Overland Park, KS",4594.0,One of the positive aspects of working for Sprint is the ability to gain experience in various areas of the company and in diverse functions.,,,,,4.0,3.0,4.0,3.0,3.0,4.0,Great opportunity to experience different areas of a large company.,,Great opportunity to experience different areas of a large company.. One of the positive aspects of working for Sprint is the ability to gain experience in various areas of the company and in diverse functions.. Over the past 10 years there have been regular layoffs. This causes a great deal of uneasiness for the employees as well as those managers required to identify and notify impacted employees.,,0.8519,0.5574,0.7845,0.9983,-0.9947,0.0,sprint,4594_sprint,KS,,,,,,,,Midwest,West North Central
279088,,11573_jpmorgan,Tough to make monthly commission payouts early on. Little to no continued training. Bankers not always motivated to refer business,,Thu Oct 29 2015 17:06:52 GMT+0000 (Greenwich Mean Time),Current Employee , Financial Advisor Associate,,"Atlanta, GA",11573.0,Flexibility in daily schedule. No micromanagement. Extensive source of referrals to build your book of business and gain experience,,,,,5.0,4.0,3.0,4.0,4.0,5.0,Financial Advisor Associate,,Financial Advisor Associate. Flexibility in daily schedule. No micromanagement. Extensive source of referrals to build your book of business and gain experience. Tough to make monthly commission payouts early on. Little to no continued training. Bankers not always motivated to refer business,,0.5574,-0.5996,0.0,0.9949,-0.9998,0.0,jpmorgan,11573_jpmorgan,GA,reports,Financials,Diversified Banks,"New York, New York",30/06/1975,19617.0,,South,South Atlantic
230025,,2628_amazon,"I feel the attendance policy is too strict. You get 2 days of combined paid and unpaid time off and if you use any more you're fired. I don't feel it's fair to lose your job if life hits you more than twice. Also there is some favoritism between spiders (people who bring product) and stowers. Spiders will bring certain people smaller items to boost their numbers, even taking it off someone else's pallet.",,Wed Jan 22 2020 17:11:27 GMT+0000 (Greenwich Mean Time),Current Employee , Stower,,"Troutdale, OR",2628.0,Honestly the culture in my facility is way better than alot of other places I read about. My supervisor was great; super helpful and made an effort to get to know all of us. She even gave us all Christmas cards. Most management types were cool if there was an issue too. They'd come talk to you and try to figure out how to fix it. also never had an issue with bathroom breaks so not sure what's up with that in other places.,,,,,2.0,4.0,4.0,3.0,3.0,3.0,Work was fine; people good,,"Work was fine; people good. Honestly the culture in my facility is way better than alot of other places I read about. My supervisor was great; super helpful and made an effort to get to know all of us. She even gave us all Christmas cards. Most management types were cool if there was an issue too. They'd come talk to you and try to figure out how to fix it. also never had an issue with bathroom breaks so not sure what's up with that in other places.. I feel the attendance policy is too strict. You get 2 days of combined paid and unpaid time off and if you use any more you're fired. I don't feel it's fair to lose your job if life hits you more than twice. Also there is some favoritism between spiders (people who bring product) and stowers. Spiders will bring certain people smaller items to boost their numbers, even taking it off someone else's pallet.",,0.9498,-0.4661,0.5719,0.9986,-1.0,0.0,amazon,2628_amazon,OR,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",18/11/2005,1018724.0,1994,West,Pacific
396751,,350_altria,"To get promoted means you have to relocate, which is one of the only negatives about this company. The TSM role gets stagnant if you know you can't get promoted because you refuse to move.",,Thu Mar 03 2016 18:02:43 GMT+0000 (Greenwich Mean Time),Current Employee , Territory Sales Manager,,"Papillion, NE",350.0,"Excellent job and career builder, especially if you get hired out of college.",,,,,5.0,3.0,5.0,5.0,3.0,4.0,Territory Sales Manager,,"Territory Sales Manager. Excellent job and career builder, especially if you get hired out of college.. To get promoted means you have to relocate, which is one of the only negatives about this company. The TSM role gets stagnant if you know you can't get promoted because you refuse to move.",,0.5719,-0.1857,0.0,0.9961,-1.0,0.0,altria,350_altria,NE,reports,Consumer Staples,Tobacco,"Richmond, Virginia",,764180.0,1985,Midwest,West North Central
4845,,146_celanese,c- constant change in the organization,,Sun Feb 22 2015 19:52:55 GMT+0000 (Greenwich Mean Time),"Strategic Sourcing Manager in Irving, TX",,,"Irving, TX",146.0,challenging work environment- always a problem to fix,,,,,2.0,1.0,2.0,3.0,1.0,2.0,couldn't wait to get out,,couldn't wait to get out. challenging work environment- always a problem to fix. c- constant change in the organization,,-0.2732,0.0,0.0,-0.8552,0.9975,0.0,celanese,146_celanese,TX,reports,Materials,Specialty Chemicals,"Irving, Texas",24/12/2018,1306830.0,1918,South,West South Central
281064,,906_equifax,"Budgeting process is a joke, company like to act like a single entity corporation when it's still badly fragmented within each region from a budgeting and IT perspective.",,Fri Jan 17 2014 12:50:36 GMT+0000 (Greenwich Mean Time),Current Employee ,,,"Alpharetta, GA",906.0,"Flexible schedules, good pay, decent benefits. I have had great career growth with Equifax.",,,,,5.0,3.0,5.0,4.0,4.0,4.0,Good company to work for with a changing culture to the positive,,"Good company to work for with a changing culture to the positive. Flexible schedules, good pay, decent benefits. I have had great career growth with Equifax.. Budgeting process is a joke, company like to act like a single entity corporation when it's still badly fragmented within each region from a budgeting and IT perspective.",,0.9136,0.4767,0.7579,0.992,-0.9982,0.0,equifax,906_equifax,GA,reports,Industrials,Research & Consulting Services,"Atlanta, Georgia",19/06/1997,33185.0,1899,South,South Atlantic
100851,,6482_wallgreens,"Little training, long shifts, often under staffed, constantly having to deal with rude customers, poor communication between management and other employees",,Fri Dec 09 2016 22:04:02 GMT+0000 (Greenwich Mean Time),"Customer Service Associate in Berkeley, CA",,,"Berkeley, CA",6482.0,"Flexible work schedule, easy work.",,,,,4.0,3.0,3.0,3.0,4.0,3.0,Decent entry level job,,"Decent entry level job. Flexible work schedule, easy work.. Little training, long shifts, often under staffed, constantly having to deal with rude customers, poor communication between management and other employees",,0.5859,-0.7269,0.0,0.9985,-0.9993,0.0,wallgreens,6482_wallgreens,CA,reports,Consumer Staples,Drug Retail,"Deerfield, Illinois",31/12/1979,1618921.0,2014.0,West,Pacific
225756,,436_hartford,No cons at this time,,Wed Apr 11 2018 08:29:55 GMT+0100 (British Summer Time),Current Employee , Claims Representative,,"Syracuse, NY",436.0,"flexible work arrangements, opportunities for development/growth, supportive managers, transparent senior leadership team, ethical, proponents of diversity and inclusion",,,,,5.0,5.0,5.0,5.0,5.0,5.0,Senior Claim Representative,,"Senior Claim Representative. flexible work arrangements, opportunities for development/growth, supportive managers, transparent senior leadership team, ethical, proponents of diversity and inclusion. No cons at this time",,0.8402,-0.296,0.0,0.9976,0.9863,0.0,hartford,436_hartford,NY,reports,Financials,Property & Casualty Insurance,"Hartford, Connecticut",,874766.0,,Northeast,Middle Atlantic
45332,,1386_pizzahut,No raise. Very Late nights,,Tue Jul 19 2016 13:22:47 GMT+0100 (British Summer Time),"Pizza Delivery in Kalamazoo, MI",,,"Kalamazoo, MI",1386.0,Easy Fast pace environment. Very flexible while in School.,,,,,5.0,1.0,1.0,4.0,3.0,3.0,Easy Job While in College,,Easy Job While in College. Easy Fast pace environment. Very flexible while in School.. No raise. Very Late nights,,0.624,-0.296,0.4404,0.9995,-0.9998,0.0,pizzahut,1386_pizzahut,MI,,,,,,,,Midwest,East North Central
290787,,4709_citi,Less visibility for middle management for accountability or ownership of tasks for deliverable. Heavy dependency on outsourced partners worldwide with minimal control in many areas and over spending on projects.,,Thu Apr 18 2013 11:37:38 GMT+0100 (British Summer Time),Current Employee , Vice President,,"Warren, NJ",4709.0,"Receptive culture, global outlook and supports employees for growth and personal goals.",,,,,4.0,4.0,4.0,3.0,3.0,4.0,"Global, multicultural and deliverable oriented organization",,"Global, multicultural and deliverable oriented organization. Receptive culture, global outlook and supports employees for growth and personal goals.. Less visibility for middle management for accountability or ownership of tasks for deliverable. Heavy dependency on outsourced partners worldwide with minimal control in many areas and over spending on projects.",,0.6249,0.0,0.0,0.9962,-0.9997,0.0,citi,4709_citi,NJ,reports,Financials,Diversified Banks,"New York, New York",31/05/1988,831001.0,,Northeast,Middle Atlantic
163448,,10111_wallgreens,Low tech pay and high turnover are the biggest complaints from rx managers.,,Sat Jul 11 2015 11:18:07 GMT+0100 (British Summer Time),"Pharmacist in Denver, CO",,,"Denver, CO",10111.0,"Pay is great, and compared to management positions at non-pharmacy companies, or even to store managers, there's very little pressure from supervisors. You can flourish if you pick a few initiatives and do well in them.",,,,,4.0,4.0,4.0,3.0,4.0,4.0,Pharmacy Manager,,"Pharmacy Manager. Pay is great, and compared to management positions at non-pharmacy companies, or even to store managers, there's very little pressure from supervisors. You can flourish if you pick a few initiatives and do well in them.. Low tech pay and high turnover are the biggest complaints from rx managers.",,0.5595,-0.6369,0.0,0.9956,-0.9983,0.0,wallgreens,10111_wallgreens,CO,reports,Consumer Staples,Drug Retail,"Deerfield, Illinois",31/12/1979,1618921.0,2014,West,Mountain
372523,,1721_pnc,Poor management. Under staffed at the branches. High turnover with employees because there is no great leader in the branch to take over and direct at difficult times.,,Tue Jul 28 2015 07:56:09 GMT+0100 (British Summer Time),Current Employee , Pnc Bank Teller,,"Saint Louis, MO",1721.0,"Decent pay, good hours, great benefits. They have good training and continue education for the employees to keep them knowledgeable about new products and services they offer.",,,,,3.0,2.0,2.0,2.0,1.0,2.0,Bank Teller,,"Bank Teller. Decent pay, good hours, great benefits. They have good training and continue education for the employees to keep them knowledgeable about new products and services they offer.. Poor management. Under staffed at the branches. High turnover with employees because there is no great leader in the branch to take over and direct at difficult times.",,0.9022,-0.8357,0.0,0.9808,-0.9999,0.0,pnc,1721_pnc,MO,reports,Financials,Regional Banks,"Pittsburgh, Pennsylvania",30/04/1988,713676.0,,Midwest,West North Central
14931,,109_conocophillips,"layoffs, downsizing, perceived forced rankings",,Sun Dec 09 2018 20:14:47 GMT+0000 (Greenwich Mean Time),Former Employee , HSE Tech,,"Houston, TX",109.0,"Good People, good work location",,,,,4.0,3.0,3.0,3.0,3.0,3.0,Hse Tech,,"Hse Tech. Good People, good work location. layoffs, downsizing, perceived forced rankings",,0.7003,-0.4588,0.0,0.9877,-0.9998,0.0,conocophillips,109_conocophillips,TX,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",,1163165.0,2002,South,West South Central
386788,,9799_atandt,There were no downside to At&t.,,Mon Jul 11 2016 09:21:16 GMT+0100 (British Summer Time),Former Employee , Call Center,,"Shreveport, LA",9799.0,At&t has some of the benefits.,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Customer Service,,Customer Service. At&t has some of the benefits.. There were no downside to At&t.,,0.3818,0.1877,0.0,0.9956,0.9987,0.0,atandt,9799_atandt,LA,,,,,,,,South,West South Central
316319,,1750_boeing,"downtime - some interns are busy, some are not. the ones who are not busy are super bored pace of change - similar to most F100 companies but we are even slower due to frequency of product change (products last for 20 years) technology lacking full time pay way below other exit ops (consulting)",,Sun Oct 23 2016 11:50:15 GMT+0100 (British Summer Time),"Intern in Renton, WA",,,"Renton, WA",1750.0,"Cool projects/products High pay when factoring in extremely generous relocation (more coming from the east coast) Surrounded by smart people Work/life balance was extremely good Intern program recommends you spend 20% of your time developing (factory tours, info interviews, ect)",,,,,5.0,5.0,3.0,5.0,4.0,4.0,2 Time Summer Intern,,"2 Time Summer Intern. Cool projects/products High pay when factoring in extremely generous relocation (more coming from the east coast) Surrounded by smart people Work/life balance was extremely good Intern program recommends you spend 20% of your time developing (factory tours, info interviews, ect). downtime - some interns are busy, some are not. the ones who are not busy are super bored pace of change - similar to most F100 companies but we are even slower due to frequency of product change (products last for 20 years) technology lacking full time pay way below other exit ops (consulting)",,0.9059,-0.4978,0.0,0.9862,-0.9977,0.0,boeing,1750_boeing,WA,reports,Industrials,Aerospace & Defense,"Chicago, Illinois",,12927.0,1916,West,Pacific
